,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
50,http://flipkart.com/tokyo-talkies-women-maxi-blue-dress/p/itm57ec7fbc59177?pid=DREFK77FDXZZC6MZ&lid=LSTDREFK77FDXZZC6MZSS53UG&marketplace=FLIPKART&srno=b_2_52&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFK77FDXZZC6MZ.SEARCH&ssid=38dmssa3ww0000001596817413179,50,Women Maxi Blue Dress,4.2,133,22,so beautiful dress and good febric wonderful dress 😍but the top part of dress is bit tight so replaced with with size now its too loose but very nice and good quality dress 👌 wonderful dress 😍i liked it but it is small in size at shoulders and i replaced it with next one and it a little loose so but it carefully 😊,4.609,0.00151221801189
51,http://flipkart.com/micozy-women-skater-pink-dress/p/itm6ded6ca506656?pid=DREFKG5D9ZBTG2XE&lid=LSTDREFKG5D9ZBTG2XETR3S5G&marketplace=FLIPKART&srno=b_2_53&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKG5D9ZBTG2XE.SEARCH&ssid=38dmssa3ww0000001596817413179,51,Women Skater Pink Dress,3.9,7558,1181,very beautiful dress 👌👌👌🥰🥰 super dress amazing dress quality nice ✌️✌️👌👌👌thanks flipcart,2.2062,0.05930975584632
52,http://flipkart.com/tokyo-talkies-women-maxi-maroon-dress/p/itm320615def8326?pid=DREFGR2J3C3JVEWM&lid=LSTDREFGR2J3C3JVEWMODSOGS&marketplace=FLIPKART&srno=b_2_55&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFGR2J3C3JVEWM.SEARCH&ssid=38dmssa3ww0000001596817413179,52,Women Maxi Maroon Dress,4.2,59,16,good nice looking super shep best according to the price must try product is good thanks flipkart,2.979,0.00069085693149
53,http://flipkart.com/tokyo-talkies-women-maxi-light-blue-dress/p/itm6aac020ee92aa?pid=DREFGK24NSYGY8ME&lid=LSTDREFGK24NSYGY8MEJRXIWT&marketplace=FLIPKART&srno=b_2_56&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFGK24NSYGY8ME.SEARCH&ssid=38dmssa3ww0000001596817413179,53,Women Maxi Light Blue Dress,4.3,310,57,i was not sure about the material when i was ordering because the price is comparably less and thought may be will get not good qualitybut really liked the dress and its stiching style by tokyo talkiesthank you flipkart for delivering such a nice dress😀👍 its a wonderful dressi like it very much 😊worthy every pennythank u flipkart amazing product but size problm iz thereso i had to return itdont chk the size chartif ur a xl buy xlin the chart its wrote 42so i boight m it wasnt suitableproduct extreamly superbbbbbbb,3.1206,0.00313029011459
54,http://flipkart.com/yash-gallery-women-pleated-red-dress/p/itm8d50f1be050b2?pid=DREFHAYGXNMSDBFF&lid=LSTDREFHAYGXNMSDBFFRZTYXT&marketplace=FLIPKART&srno=b_2_58&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFHAYGXNMSDBFF.SEARCH&ssid=38dmssa3ww0000001596817413179,54,Women Pleated Red Dress,3.5,17,5,ok very good the colour is as shown in this pic the cloth also of nice quality i loved it ❤❤❤ very good quality productsoft rayon fabric with woven designcolor is deep maroongot in 650,2.1977,0.00016247865325
55,http://flipkart.com/fibreza-women-a-line-black-dress/p/itm0d0f2db305e51?pid=DREFZYZKGEWZXU3Q&lid=LSTDREFZYZKGEWZXU3QYRZPL4&marketplace=FLIPKART&srno=b_2_59&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFZYZKGEWZXU3Q.SEARCH&ssid=38dmssa3ww0000001596817413179,55,Women A-line Black Dress,3.8,127,19,good quality product nice im loving it good product but the material of the cloth is bit not suitable to wear in summer days 😔,1.9789,0.00093328760494
56,http://flipkart.com/fachara-women-skater-red-dress/p/itma687bbc15b3a7?pid=DREFGFSMZ9VPJMUE&lid=LSTDREFGFSMZ9VPJMUELHDKPJ&marketplace=FLIPKART&srno=b_2_61&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFGFSMZ9VPJMUE.SEARCH&ssid=38dmssa3ww0000001596817413179,56,Women Skater Red Dress,3.6,204,42,lovely dress very comfertable💓 good owo its ossom,1.0263,0.00131491505161
57,http://flipkart.com/new-ethical-fashion-women-skater-multicolor-dress/p/itm54639cc700915?pid=DREFKZEWVCDHYJRM&lid=LSTDREFKZEWVCDHYJRMZOGMDV&marketplace=FLIPKART&srno=b_2_62&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEWVCDHYJRM.SEARCH&ssid=38dmssa3ww0000001596817413179,57,Women Skater Multicolor Dress,3.9,1572,243,super and osm i love it nice good osm dress,2.0982,0.01209662588968
58,http://flipkart.com/new-ethical-fashion-women-skater-yellow-dress/p/itm54468294f964e?pid=DREFKZEW3VHQGHKG&lid=LSTDREFKZEW3VHQGHKGZH1FJ6&marketplace=FLIPKART&srno=b_2_63&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFKZEW3VHQGHKG.SEARCH&ssid=38dmssa3ww0000001596817413179,58,Women Skater Yellow Dress,3.9,1572,243,super and osm i love it nice good osm dress,2.0982,0.01209662588968
59,http://flipkart.com/zima-leto-women-bandage-yellow-dress/p/itmfgb2sg7dg65rn?pid=DREF8VFR5ZYGFGS8&lid=LSTDREF8VFR5ZYGFGS8R6NJID&marketplace=FLIPKART&srno=b_2_64&otracker=browse&fm=organic&iid=en_jXflk6HZJxWSSgcJPZ8FDSdKwvHTuiYWYcg9S2WGnpHyv0V6XNJlfDzbFCmQTcVPC6icUGM2CtIx%2F31z4p11HA%3D%3D&ssid=38dmssa3ww0000001596817413179,59,Women Bandage Yellow Dress,4.1,3815,717,just love it i loved it 😍🔥❤ i just loved itit so good that i have no words to explain,1.9801,0.03174963136640
60,http://flipkart.com/gofan-women-high-low-blue-dress/p/itmd6e6963ffdc26?pid=DREFN4KAPTJ9HCVM&lid=LSTDREFN4KAPTJ9HCVM5117LB&marketplace=FLIPKART&srno=b_2_65&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFN4KAPTJ9HCVM.SEARCH&ssid=38dmssa3ww0000001596817413179,60,Women High Low Blue Dress,3.4,365,47,good quality but no liningok gud buy it😄 fantastic 👌😊😊😊😊 bad for size,0.1595,0.00173429749920
61,http://flipkart.com/sheetal-associates-women-a-line-maroon-dress/p/itme4a0463ba8e21?pid=DREFNEXQHZHPA48D&lid=LSTDREFNEXQHZHPA48DDGIEAN&marketplace=FLIPKART&srno=b_2_66&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFNEXQHZHPA48D.SEARCH&ssid=38dmssa3ww0000001596817413179,61,Women A-line Maroon Dress,3.9,9171,1537,nice dress asm beautiful dress👌comfortable materiali love it must buy,1.6578,0.06738839033421
62,http://flipkart.com/god-bless-women-a-line-black-dress/p/itmbb601151a31ed?pid=DREFJRQANJK4ZET5&lid=LSTDREFJRQANJK4ZET5GCRYG5&marketplace=FLIPKART&srno=b_2_67&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFJRQANJK4ZET5.SEARCH&ssid=38dmssa3ww0000001596817413179,62,Women A-line Black Dress,4,430,80,nice nice product i really love it quality is also good,1.9203,0.00347269028218
63,http://flipkart.com/styleelite-women-high-low-dark-green-dress/p/itm73f8c77389ea7?pid=DREFZAU7XRZ2NY7B&lid=LSTDREFZAU7XRZ2NY7BIP30QT&marketplace=FLIPKART&srno=b_2_68&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFZAU7XRZ2NY7B.SEARCH&ssid=38dmssa3ww0000001596817413179,63,Women High Low Dark Green Dress,3.7,2185,352,good product 👍 its really good it is just awesome i have no words to describe this it is so so comfortable and the quality of the clothe it was just too good i personally suggest to buy this i really loved it,2.7601,0.01818456697094
64,http://flipkart.com/hiva-trendz-women-skater-multicolor-dress/p/itm9c11580c9ba69?pid=DREFS9YZ8YD4P5WB&lid=LSTDREFS9YZ8YD4P5WBUYO109&marketplace=FLIPKART&srno=b_2_69&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFS9YZ8YD4P5WB.SEARCH&ssid=38dmssa3ww0000001596817413179,64,Women Skater Multicolor Dress,3.8,302,48,amazing product its same as shown in the picturefor daily use its really cute the material is also too goodi really loved thisalso ordered 2more dresses thankyou flipkart ❤️ good very nice product,2.506,0.00244977219879
65,http://flipkart.com/dsk-studio-women-a-line-multicolor-dress/p/itmfffkyd3qqt6dt?pid=DREFFYHADDB5YFAT&lid=LSTDREFFYHADDB5YFATAK6J8C&marketplace=FLIPKART&srno=b_2_71&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFFYHADDB5YFAT.SEARCH&ssid=38dmssa3ww0000001596817413179,65,Women A-line Multicolor Dress,4.1,1877,324,awesome dressmust buy nice dress paisa washul great👍,1.0464,0.01293808456889
66,http://flipkart.com/archi-enterprise-women-pleated-green-dress/p/itmfe426bswhcckm?pid=DREFE3FQJ6ZWBV6H&lid=LSTDREFE3FQJ6ZWBV6HT1HEF6&marketplace=FLIPKART&srno=b_2_72&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFE3FQJ6ZWBV6H.SEARCH&ssid=38dmssa3ww0000001596817413179,66,Women Pleated Green Dress,4,1140,159,very badcloth is not good nice product attractive design charming colour and nice fabric quality very soft n comfortablego for it guys,2.3097,0.00890783949229
67,http://flipkart.com/new-ethnic-4-you-women-fit-flare-black-dress/p/itmfdkdhcacm6ung?pid=DREFDJA5ZF3WFBMJ&lid=LSTDREFDJA5ZF3WFBMJVZJKSC&marketplace=FLIPKART&srno=b_2_73&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFDJA5ZF3WFBMJ.SEARCH&ssid=38dmssa3ww0000001596817413179,67,Women Fit and Flare Black Dress,4.2,4163,702,lovely💕😍 dress nice one n really super awesome thank you,2.007,0.03416153570828
68,http://flipkart.com/tokyo-talkies-women-maxi-multicolor-dress/p/itmf7ht9hf4qu6he?pid=DREF7HT9HEYM7PBG&lid=LSTDREF7HT9HEYM7PBG0XFWHG&marketplace=FLIPKART&srno=b_2_75&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREF7HT9HEYM7PBG.SEARCH&ssid=38dmssa3ww0000001596817413179,68,Women Maxi Multicolor Dress,4.2,2624,614,very nice good quality this dress is awesomego ahead girlsmust have in wardrobe collection you will love it girls its  classy and comfortable simultaneouslyin love with this dress ❤️,3.0867,0.02904930685920
69,http://flipkart.com/provogue-women-a-line-blue-dress/p/itm7765de60a21b0?pid=DREFGNHS5GJYQAGS&lid=LSTDREFGNHS5GJYQAGS9NV1BU&marketplace=FLIPKART&srno=b_2_76&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFGNHS5GJYQAGS.SEARCH&ssid=38dmssa3ww0000001596817413179,69,Women A-line Blue Dress,4.1,59,5,beautiful dress value for money super deal,1.5388,0.00038457182844
70,http://flipkart.com/wear-shine-women-gown-dark-blue-red-gold-dress/p/itm846e8e011617b?pid=DREFMEFAZJZGZGVZ&lid=LSTDREFMEFAZJZGZGVZN6WFUK&marketplace=FLIPKART&srno=b_2_77&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFMEFAZJZGZGVZ.SEARCH&ssid=38dmssa3ww0000001596817413179,70,"Women Gown Dark Blue, Red, Gold Dress",3.4,222,24,nice we loved it good item worst product dont buy this,0.8364,0.00117061839343
71,http://flipkart.com/maa-enterprise-women-a-line-green-dress/p/itm4034e1c8614fc?pid=DREFZRS8YZHHGPGG&lid=LSTDREFZRS8YZHHGPGGX4WLAL&marketplace=FLIPKART&srno=b_2_78&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFZRS8YZHHGPGG.SEARCH&ssid=38dmssa3ww0000001596817413179,71,Women A-line Green Dress,3.8,203,33,superb osm cloth material is too goodand delivery boy also good purchasethanks flipkart,1.0653,0.00130562392750
72,http://flipkart.com/sheetal-associates-women-maxi-grey-dress/p/itm1bf080343469d?pid=DREFNEXQDMSHYWRD&lid=LSTDREFNEXQDMSHYWRD7IIMYR&marketplace=FLIPKART&srno=b_2_79&otracker=browse&fm=organic&iid=419c82a2-c7fe-4b61-9b6d-b6d8abb62882.DREFNEXQDMSHYWRD.SEARCH&ssid=38dmssa3ww0000001596817413179,72,Women Maxi Grey Dress,4,2419,416,omg product nice very nice,0.843,0.01570325525557
73,http://flipkart.com/zima-leto-women-shirt-yellow-dress/p/itm9c91ed1b005de?pid=DREFNT6TMZ6C2RYQ&lid=LSTDREFNT6TMZ6C2RYQEXLKUC&marketplace=FLIPKART&srno=b_2_80&otracker=browse&fm=organic&iid=en_jXflk6HZJxWSSgcJPZ8FDSdKwvHTuiYWYcg9S2WGnpH%2BnHy84aDceTSupXanevwJ9AWalIm3PkBs%2BFjvDRHOJg%3D%3D&ssid=38dmssa3ww0000001596817413179,73,Women Shirt Yellow Dress,4,8,1,okay good product 👌 fast delivery boy,1.3964,0.00005369901203
74,http://flipkart.com/hiva-trendz-women-skater-multicolor-dress/p/itmb02dda5ebc23d?pid=DREFS9YZ5HFFAFYH&lid=LSTDREFS9YZ5HFFAFYHUNGJ44&marketplace=FLIPKART&srno=b_3_81&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFS9YZ5HFFAFYH.SEARCH&ssid=z2nxxvnlmo0000001596817414190,74,Women Skater Multicolor Dress,3.8,341,47,not bad so nice its very nice product awesome quality i love it,1.5625,0.00230054368316
75,http://flipkart.com/styleelite-women-high-low-red-dress/p/itme248e33121c5d?pid=DREFZAU7SMHBPDGB&lid=LSTDREFZAU7SMHBPDGBPCDBBJ&marketplace=FLIPKART&srno=b_3_82&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFZAU7SMHBPDGB.SEARCH&ssid=z2nxxvnlmo0000001596817414190,75,Women High Low Red Dress,3.7,2185,352,good product 👍 its really good it is just awesome i have no words to describe this it is so so comfortable and the quality of the clothe it was just too good i personally suggest to buy this i really loved it,2.7601,0.01818456697094
76,http://flipkart.com/dyrectdeals-women-maxi-multicolor-dress/p/itmc73775a78d74b?pid=DREFPBGWYDZJAVYW&lid=LSTDREFPBGWYDZJAVYWADGSJA&marketplace=FLIPKART&srno=b_3_83&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFPBGWYDZJAVYW.SEARCH&ssid=z2nxxvnlmo0000001596817414190,76,Women Maxi Multicolor Dress,4.1,562,105,its very good i am satisfied😊 wow very cute not bad,0.9428,0.00385505520426
77,http://flipkart.com/avirate-women-fit-flare-dark-blue-dress/p/itmfh4bn5mcjhzsn?pid=DREFGYH64CDNDPZD&lid=LSTDREFGYH64CDNDPZDQKTJQZ&marketplace=FLIPKART&srno=b_3_84&otracker=browse&fm=organic&iid=en_462a1WMvCgBDRPv2msugI57203wUCiC3Y%2FhADEqAPVx3EY4Erl5L7HrC8xOJXHTP60sEmXtp0lswYbBYc8h%2BXA%3D%3D&ssid=z2nxxvnlmo0000001596817414190,77,Women Fit and Flare Dark Blue Dress,3.7,49,11,didnt like its fabric at all very bad too gorgeous material is good and best for party wear within the amazing price,2.4964,0.00045013682497
78,http://flipkart.com/rudraaksha-women-maxi-dark-blue-dress/p/itmfbb6znwhwvhnr?pid=DREFB7U7GFKJZRYF&lid=LSTDREFB7U7GFKJZRYFBUL5YQ&marketplace=FLIPKART&srno=b_3_85&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFB7U7GFKJZRYF.SEARCH&ssid=z2nxxvnlmo0000001596817414190,78,Women Maxi Dark Blue Dress,3.7,1467,274,just as shown in the picture the quality and fittings are good its worth buying ❤️ beautiful gown just loved it will buy more very beautiful dress,2.4649,0.01238132816366
79,http://flipkart.com/absorbing-women-asymmetric-multicolor-dress/p/itmffgy4bn9ftmhq?pid=DREFFFTFNZVQQEWN&lid=LSTDREFFFTFNZVQQEWNZCXR16&marketplace=FLIPKART&srno=b_3_86&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFFFTFNZVQQEWN.SEARCH&ssid=z2nxxvnlmo0000001596817414190,79,Women Asymmetric Multicolor Dress,4.1,1222,215,just wow very nice product just supbb😘😘🥰🥰🥰,1.0074,0.00839235021273
80,http://flipkart.com/berrylush-women-fit-flare-blue-dress/p/itm23ac74c29bbf9?pid=DREFNZQVWHSDM3SK&lid=LSTDREFNZQVWHSDM3SKVMT9EQ&marketplace=FLIPKART&srno=b_3_88&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFNZQVWHSDM3SK.SEARCH&ssid=z2nxxvnlmo0000001596817414190,80,Women Fit and Flare Blue Dress,4.4,297,62,awsm nice all good satisfied 😊✌ awsm dressclassy look,1.2834,0.00236119457988
81,http://flipkart.com/dsk-studio-women-fit-flare-green-dress/p/itmb2b6d9dda4142?pid=DREFJX68GT3YEAZS&lid=LSTDREFJX68GT3YEAZSCE6QMN&marketplace=FLIPKART&srno=b_3_89&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFJX68GT3YEAZS.SEARCH&ssid=z2nxxvnlmo0000001596817414190,81,Women Fit and Flare Green Dress,4,1356,225,nice it looks awesome product is really nice just love it,2.1048,0.01086995179009
82,http://flipkart.com/metronaut-women-sheath-maroon-dress/p/itmfbfvxry4adsgt?pid=DREFBFVXFMPMR7SF&lid=LSTDREFBFVXFMPMR7SFIEPY4K&marketplace=FLIPKART&srno=b_3_90&otracker=browse&fm=organic&iid=en_462a1WMvCgBDRPv2msugI57203wUCiC3Y%2FhADEqAPVwh7WCFeoOHabyj8QhHpO1EdVaDhTJvveRHi%2BT3WJAjVA%3D%3D&ssid=z2nxxvnlmo0000001596817414190,82,Women Sheath Maroon Dress,4,449,69,dress material is good but i didnt get the belt😎 size is perfect worth the price nice product really impressivewould suggest strongly to buy,1.9333,0.00342452015923
83,http://flipkart.com/rudraaksha-women-fit-flare-yellow-dress/p/itmbc17a94444246?pid=DREFHMHWPQQQJKUA&lid=LSTDREFHMHWPQQQJKUAAGKVPL&marketplace=FLIPKART&srno=b_3_91&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFHMHWPQQQJKUA.SEARCH&ssid=z2nxxvnlmo0000001596817414190,83,Women Fit and Flare Yellow Dress With Mask,3.8,3087,564,super perfect fitting very good flare loved this dress good,2.6515,0.02702553861978
84,http://flipkart.com/rudraaksha-women-fit-flare-pink-dress/p/itmf9nqzjhwppbgh?pid=DREF9HDUSJG34GJW&lid=LSTDREF9HDUSJG34GJWYIDBWY&marketplace=FLIPKART&srno=b_3_92&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREF9HDUSJG34GJW.SEARCH&ssid=z2nxxvnlmo0000001596817414190,84,Women Fit and Flare Pink Dress With Mask,4.1,10521,2294,superb just awesome plz go for it awesome outfit i got many compliments 🥰 perfect💯✨👌,2.8126,0.10649161429131
85,http://flipkart.com/tokyo-talkies-women-shirt-light-blue-dress/p/itmf3vcyxnfsuq5y?pid=DREF2YMUWWGKPHWB&lid=LSTDREF2YMUWWGKPHWBWBAI4T&marketplace=FLIPKART&srno=b_3_93&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREF2YMUWWGKPHWB.SEARCH&ssid=z2nxxvnlmo0000001596817414190,85,Women Shirt Light Blue Dress,4,366,47,gud product as per price cloth quality is also gud nyc product same as shown picturethnx flipkart wowwww 😍💖,0,0.00197993824865
86,http://flipkart.com/aks-couture-women-maxi-orange-dress/p/itm557dbfb1a6810?pid=DREFKKFAYEQNRUXZ&lid=LSTDREFKKFAYEQNRUXZPHFZJG&marketplace=FLIPKART&srno=b_3_95&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFKKFAYEQNRUXZ.SEARCH&ssid=z2nxxvnlmo0000001596817414190,86,Women Maxi Orange Dress,4.3,45,8,its gud good awesome product 👍👌,1.0653,0.00032529740449
87,http://flipkart.com/rudraaksha-women-fit-flare-multicolor-dress/p/itmf9z6mgsmu5jfn?pid=DREF9MEHNHHPMFHE&lid=LSTDREF9MEHNHHPMFHEEJNFKP&marketplace=FLIPKART&srno=b_3_96&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREF9MEHNHHPMFHE.SEARCH&ssid=z2nxxvnlmo0000001596817414190,87,Women Fit and Flare Multicolor Dress With Mask,4,2213,487,nice one material is awesome nice n beautiful dress nice dress😍😍,2.4888,0.02101738531374
88,http://flipkart.com/kannan-women-maxi-yellow-dress/p/itmffz9mucyjysuw?pid=DREFFSCGUS5NTKZQ&lid=LSTDREFFSCGUS5NTKZQJUZBOJ&marketplace=FLIPKART&srno=b_3_97&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFFSCGUS5NTKZQ.SEARCH&ssid=z2nxxvnlmo0000001596817414190,88,Women Maxi Yellow Dress,3.8,19185,3633,nice ok ok product 🙂 beautiful blue gownsize and color both are same as described in picture,2.0162,0.15326241830160
89,http://flipkart.com/absorbing-women-high-low-beige-dress/p/itmfhry2dfkhj5ca?pid=DREFHPGJK9YJ5ZYZ&lid=LSTDREFHPGJK9YJ5ZYZA5Q8JH&marketplace=FLIPKART&srno=b_3_98&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFHPGJK9YJ5ZYZ.SEARCH&ssid=z2nxxvnlmo0000001596817414190,89,Women High Low Beige Dress,4.1,379,55,material was very soft and quality was good however it was long for me so had to return it i love the dress it is so so beautiful its so nice and comfortable to wear its worth every penny,2.8351,0.00326526781682
90,http://flipkart.com/zima-leto-women-a-line-yellow-dress/p/itmf3vd5ssypfpwz?pid=DREEN7XAMBGY2VZH&lid=LSTDREEN7XAMBGY2VZH8O90DR&marketplace=FLIPKART&srno=b_3_99&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREEN7XAMBGY2VZH.SEARCH&ssid=z2nxxvnlmo0000001596817414190,90,Women A-line Yellow Dress,3.8,3842,619,very comfortable  but the its synthetic so while ironing we hve to be vry carefulbut i love it go for it its a very pretty dress ♥😌 awesome,2.2663,0.03021447915481
91,http://flipkart.com/anmi-women-a-line-red-black-dress/p/itmffuj7gshervzt?pid=DREFFUJ4PWD7KHGS&lid=LSTDREFFUJ4PWD7KHGSEI8J3K&marketplace=FLIPKART&srno=b_3_101&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFFUJ4PWD7KHGS.SEARCH&ssid=z2nxxvnlmo0000001596817414190,91,"Women A-line Red, Black Dress",3.9,81,11,product is good but i dont like this its nice but quality is not pure cotton very bad,0.6808,0.00048311921677
92,http://flipkart.com/god-bless-women-a-line-light-green-dress/p/itmd8979faff3327?pid=DREFJRQAPPTDNN9Z&lid=LSTDREFJRQAPPTDNN9ZJGMTK6&marketplace=FLIPKART&srno=b_3_102&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFJRQAPPTDNN9Z.SEARCH&ssid=z2nxxvnlmo0000001596817414190,92,Women A-line Light Green Dress,4,430,80,nice nice product i really love it quality is also good,1.9203,0.00347269028218
93,http://flipkart.com/jhankhi-women-bodycon-pink-dress/p/itm0ba9519b6bbf2?pid=DREFKGPQ94VNCHST&lid=LSTDREFKGPQ94VNCHSTNPAZIS&marketplace=FLIPKART&srno=b_3_103&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFKGPQ94VNCHST.SEARCH&ssid=z2nxxvnlmo0000001596817414190,93,Women Bodycon Pink Dress,4.2,2250,296,nice dress very comfortable by wearing this dressthanks flipkart ❤ awesome product 💯👍🏻 ✨just love it😍 good fabric quality soft  comfortablemust try out nice bodycon dress just loved it,3.6552,0.02085511483453
94,http://flipkart.com/zima-leto-women-bandage-yellow-dress/p/itmfgb2sg7dg65rn?pid=DREF8VFR5ZYGFGS8&lid=LSTDREF8VFR5ZYGFGS8R6NJID&marketplace=FLIPKART&srno=b_3_104&otracker=browse&fm=organic&iid=en_462a1WMvCgBDRPv2msugI57203wUCiC3Y%2FhADEqAPVy3nZIXU6AQ3anCjQvPdU%2Bi49wB578XM5sMddv01yL1JA%3D%3D&ssid=z2nxxvnlmo0000001596817414190,94,Women Bandage Yellow Dress,4.1,3815,717,just love it i loved it 😍🔥❤ i just loved itit so good that i have no words to explain,1.9801,0.03174963136640
95,http://flipkart.com/tokyo-talkies-women-shirt-multicolor-dress/p/itmf7ht9qkhum4fe?pid=DREF7HT92SSXRSEZ&lid=LSTDREF7HT92SSXRSEZKG1RWX&marketplace=FLIPKART&srno=b_3_105&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREF7HT92SSXRSEZ.SEARCH&ssid=z2nxxvnlmo0000001596817414190,95,Women Shirt Multicolor Dress,4,2340,359,nice product just wowwww nice dress its best when you are just going out with your friends or a date 😊,2.675,0.01982576092847
96,http://flipkart.com/micozy-women-skater-blue-dress/p/itmd5a739e0d87a4?pid=DREFKG5DXRNSJGGA&lid=LSTDREFKG5DXRNSJGGAHS96GH&marketplace=FLIPKART&srno=b_3_106&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFKG5DXRNSJGGA.SEARCH&ssid=z2nxxvnlmo0000001596817414190,96,Women Skater Blue Dress,3.9,7558,1181,very beautiful dress 👌👌👌🥰🥰 super dress amazing dress quality nice ✌️✌️👌👌👌thanks flipcart,2.2062,0.05930975584632
97,http://flipkart.com/asean-women-gathered-multicolor-dress/p/itm01aafed510fab?pid=DREFMP2NXTZ5Z8MM&lid=LSTDREFMP2NXTZ5Z8MMLRY5HE&marketplace=FLIPKART&srno=b_3_107&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFMP2NXTZ5Z8MM.SEARCH&ssid=z2nxxvnlmo0000001596817414190,97,Women Gathered Multicolor Dress,4.2,1135,224,love this dress nice awesome dress must buy,1.6833,0.00926105569281
98,http://flipkart.com/new-ethnic-4-you-women-fit-flare-pink-dress/p/itmfdkdhzkrv8snv?pid=DREFDJ8BCZPGGYAR&lid=LSTDREFDJ8BCZPGGYARWCM4AC&marketplace=FLIPKART&srno=b_3_108&otracker=browse&fm=organic&iid=67642093-3bcc-4e33-b899-1f3119b63366.DREFDJ8BCZPGGYAR.SEARCH&ssid=z2nxxvnlmo0000001596817414190,98,Women Fit and Flare Pink Dress,4.1,1559,281,buy this product good for summer ✌ the dress is awsome i love it  thank u flipkart this dress is to pretty  and to suberb,2.4263,0.01373288021959
